sale_id,sale_date,customer_id,product_id,quantity,unit_price,total_amount,store_id,payment_type,discount,valid_customer,valid_product
18,2018-01-05,1430.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,credit card,0.0,True,False
19,2018-01-05,1248.0,UNKNOWN_PRODUCT,1.0,1141.0,1141.0,,upi,0.0,True,False
20,2018-01-05,660.0,UNKNOWN_PRODUCT,3.0,4706.0,14118.0,S03,cash,0.0,True,False
21,2018-01-05,893.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,credit card,0.0,True,False
22,2018-01-05,262.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,netbanking,0.0,True,False
23,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,upi,0.05,False,False
24,2018-01-05,1151.0,UNKNOWN_PRODUCT,1.0,4719.0,4719.0,S02,upi,0.05,True,False
25,2018-01-05,355.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S01,credit card,0.1,True,False
26,2018-01-05,1091.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,credit card,0.0,True,False
27,2015-10-07,80.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S02,cash,0.0,True,False
28,2018-01-05,198.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,cash,0.1,True,False
29,2018-01-05,260.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S02,netbanking,0.1,True,False
30,2018-01-05,218.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,upi,0.05,True,False
31,2018-01-05,1391.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,cash,0.0,True,False
32,2018-01-05,1447.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S03,upi,0.05,True,False
33,2018-01-05,178.0,UNKNOWN_PRODUCT,1.0,1800.0,1800.0,UNKNOWN_STORE,card,0.0,True,False
34,2018-01-05,694.0,UNKNOWN_PRODUCT,1.0,1541.0,1541.0,,netbanking,0.0,True,False
35,2018-01-05,583.0,UNKNOWN_PRODUCT,1.0,1424.0,1424.0,,cash,0.0,True,False
36,2018-01-05,1015.0,UNKNOWN_PRODUCT,1.0,4475.0,4475.0,,cash,0.0,True,False
37,2018-01-05,559.0,UNKNOWN_PRODUCT,2.0,4397.0,8794.0,S02,cash,0.0,True,False
38,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,395.0,395.0,S02,credit card,0.1,False,False
39,2018-01-05,837.0,UNKNOWN_PRODUCT,3.0,1760.0,5280.0,UNKNOWN_STORE,cash,0.05,True,False
40,2018-01-05,727.0,UNKNOWN_PRODUCT,1.0,2300.0,2300.0,,upi,0.0,True,False
41,2018-01-05,697.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,UNKNOWN_STORE,card,0.0,True,False
42,2018-01-05,1123.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,UNKNOWN_STORE,cash,0.1,True,False
43,2018-01-05,1162.0,UNKNOWN_PRODUCT,3.0,2552.0,7656.0,S02,netbanking,0.0,True,False
44,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,,card,0.05,False,False
45,2018-01-05,598.0,UNKNOWN_PRODUCT,1.0,4804.0,4804.0,S01,cash,0.05,True,False
46,2018-01-05,1232.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,upi,0.0,True,False
47,2018-01-05,1412.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,,netbanking,0.1,True,False
48,2018-01-05,929.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S03,cash,0.05,True,False
49,2018-01-05,927.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,card,0.0,True,False
50,2018-01-05,799.0,UNKNOWN_PRODUCT,1.0,4589.0,4589.0,S02,cash,0.0,True,False
51,2021-01-08,1244.0,UNKNOWN_PRODUCT,1.0,113.0,113.0,S02,upi,0.0,True,False
52,2018-01-05,483.0,UNKNOWN_PRODUCT,1.0,2706.0,2706.0,S01,cash,0.05,True,False
53,2018-01-05,958.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,,credit card,0.1,True,False
54,2018-01-05,472.0,UNKNOWN_PRODUCT,3.0,1724.0,5172.0,S01,card,0.1,True,False
55,2025-10-04,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S01,upi,0.0,False,False
56,2018-01-05,324.0,UNKNOWN_PRODUCT,1.0,4221.0,4221.0,UNKNOWN_STORE,cash,0.0,True,False
57,2018-01-05,1315.0,UNKNOWN_PRODUCT,3.0,2579.0,7737.0,,card,0.1,True,False
58,2018-01-05,885.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,credit card,0.05,True,False
59,2018-01-05,1055.0,UNKNOWN_PRODUCT,1.0,1703.0,1703.0,S02,upi,0.1,True,False
60,2018-01-05,1459.0,UNKNOWN_PRODUCT,3.0,2729.0,8187.0,UNKNOWN_STORE,upi,0.0,True,False
61,2018-01-05,1371.0,UNKNOWN_PRODUCT,1.0,4603.0,4603.0,UNKNOWN_STORE,upi,0.0,True,False
62,2023-12-04,663.0,288,1.0,823.0,823.0,S02,upi,0.05,True,True
63,2018-01-05,220.0,410,1.0,4220.0,4220.0,S02,credit card,0.0,True,True
64,2018-01-05,257.0,UNKNOWN_PRODUCT,2.0,2306.0,4612.0,UNKNOWN_STORE,cash,0.0,True,False
65,2018-01-05,536.0,UNKNOWN_PRODUCT,3.0,3904.0,11712.0,S02,credit card,0.0,True,False
66,2018-01-05,792.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,card,0.0,True,False
67,2018-01-05,194.0,464,1.0,1788.0,1788.0,S02,netbanking,0.0,True,True
68,2018-01-05,1277.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,card,0.05,True,False
69,2018-01-05,UNKNOWN_CUSTOMER,43,1.0,1318.0,1318.0,,upi,0.0,False,True
70,2018-01-05,1028.0,UNKNOWN_PRODUCT,3.0,1330.0,3990.0,S03,netbanking,0.0,True,False
71,2018-01-05,1260.0,UNKNOWN_PRODUCT,1.0,2613.0,2613.0,S02,cash,0.05,True,False
72,2018-01-05,1165.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,netbanking,0.1,True,False
73,2018-01-05,480.0,UNKNOWN_PRODUCT,3.0,4053.0,12159.0,S03,netbanking,0.0,True,False
74,2018-01-05,404.0,UNKNOWN_PRODUCT,3.0,1241.0,3723.0,S02,upi,0.0,True,False
75,2022-02-11,494.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,UNKNOWN_STORE,cash,0.0,True,False
76,2018-01-05,897.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,credit card,0.0,True,False
77,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,2500.0,2500.0,S01,upi,0.05,False,False
78,2018-01-05,49.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,credit card,0.0,True,False
79,2018-01-05,1204.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,cash,0.0,True,False
80,2018-01-05,487.0,UNKNOWN_PRODUCT,2.0,4934.0,9868.0,S01,upi,0.0,True,False
81,2018-01-05,511.0,UNKNOWN_PRODUCT,1.0,4603.0,4603.0,S03,card,0.0,True,False
82,2018-01-05,904.0,UNKNOWN_PRODUCT,3.0,4781.0,14343.0,S02,cash,0.0,True,False
83,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,netbanking,0.0,False,False
84,2018-01-05,235.0,439,1.0,3446.0,3446.0,S02,cash,0.0,True,True
85,2018-01-05,157.0,UNKNOWN_PRODUCT,1.0,1704.0,1704.0,UNKNOWN_STORE,credit card,0.1,True,False
86,2018-01-05,738.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,,upi,0.0,True,False
87,2018-01-05,580.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,credit card,0.0,True,False
88,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,3.0,971.0,2913.0,,netbanking,0.0,False,False
89,2018-01-05,248.0,UNKNOWN_PRODUCT,3.0,4371.0,13113.0,S03,credit card,0.0,True,False
90,2018-01-05,1044.0,UNKNOWN_PRODUCT,2.0,3136.0,6272.0,,card,0.0,True,False
91,2018-01-05,467.0,UNKNOWN_PRODUCT,3.0,494.0,1482.0,UNKNOWN_STORE,credit card,0.0,True,False
92,2018-01-05,960.0,UNKNOWN_PRODUCT,1.0,1270.0,1270.0,UNKNOWN_STORE,card,0.0,True,False
93,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,4456.0,4456.0,S03,credit card,0.1,False,False
94,2018-01-05,233.0,UNKNOWN_PRODUCT,1.0,350.0,350.0,S03,cash,0.1,True,False
95,2018-01-05,1091.0,UNKNOWN_PRODUCT,3.0,2564.0,7692.0,S03,cash,0.0,True,False
96,2018-01-05,860.0,UNKNOWN_PRODUCT,2.0,2560.0,5120.0,,cash,0.1,True,False
97,2016-01-01,406.0,UNKNOWN_PRODUCT,3.0,3046.0,9138.0,S01,credit card,0.0,True,False
98,2018-01-05,1140.0,UNKNOWN_PRODUCT,1.0,677.0,677.0,S03,netbanking,0.0,True,False
99,2018-01-05,1049.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,cash,0.0,True,False
100,2018-01-05,669.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,upi,0.0,True,False
101,2018-01-05,313.0,UNKNOWN_PRODUCT,1.0,779.0,779.0,,card,0.0,True,False
102,2018-01-05,397.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,card,0.0,True,False
103,2018-01-05,1137.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,upi,0.0,True,False
104,2018-01-05,854.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S03,credit card,0.05,True,False
105,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,cash,0.0,False,False
106,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,247.0,247.0,UNKNOWN_STORE,credit card,0.0,False,False
107,2018-01-05,707.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S01,upi,0.0,True,False
108,2018-01-05,1097.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,card,0.0,True,False
109,2018-01-05,330.0,UNKNOWN_PRODUCT,1.0,4331.0,4331.0,S03,cash,0.1,True,False
110,2018-01-05,20.0,UNKNOWN_PRODUCT,1.0,628.0,628.0,S01,card,0.1,True,False
111,2018-01-05,218.0,312,1.0,1318.0,1318.0,S03,credit card,0.05,True,True
112,2018-01-05,1378.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,cash,0.0,True,False
113,2021-12-10,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,2.0,3876.0,7752.0,S02,cash,0.0,False,False
114,2018-01-05,163.0,UNKNOWN_PRODUCT,3.0,4530.0,13590.0,S02,credit card,0.0,True,False
115,2018-01-05,380.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,netbanking,0.05,True,False
116,2018-01-05,1106.0,UNKNOWN_PRODUCT,1.0,1573.0,1573.0,S03,card,0.1,True,False
117,2018-01-05,1093.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S03,card,0.05,True,False
118,2018-01-05,1114.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,credit card,0.0,True,False
119,2018-01-05,1077.0,473,1.0,3114.0,3114.0,UNKNOWN_STORE,upi,0.0,True,True
120,2018-01-05,434.0,UNKNOWN_PRODUCT,3.0,1478.0,4434.0,S01,upi,0.0,True,False
121,2018-01-05,733.0,451,3.0,1318.0,3954.0,S02,credit card,0.1,True,True
122,2018-01-05,653.0,UNKNOWN_PRODUCT,1.0,1961.0,1961.0,UNKNOWN_STORE,netbanking,0.0,True,False
123,2018-01-05,607.0,UNKNOWN_PRODUCT,3.0,2139.0,6417.0,UNKNOWN_STORE,card,0.0,True,False
125,2023-09-06,442.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,upi,0.0,True,False
126,2018-01-05,292.0,UNKNOWN_PRODUCT,1.0,3359.0,3359.0,S03,credit card,0.0,True,False
127,2018-01-05,610.0,UNKNOWN_PRODUCT,1.0,2913.0,2913.0,S03,credit card,0.0,True,False
128,2018-01-05,1018.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,cash,0.0,True,False
129,2018-01-05,1156.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S02,credit card,0.0,True,False
130,2018-01-05,379.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,cash,0.05,True,False
131,2018-01-05,862.0,UNKNOWN_PRODUCT,1.0,1253.0,1253.0,,upi,0.0,True,False
132,2018-01-05,1035.0,UNKNOWN_PRODUCT,1.0,2763.0,2763.0,UNKNOWN_STORE,netbanking,0.0,True,False
133,2018-01-05,896.0,UNKNOWN_PRODUCT,1.0,4263.0,4263.0,S03,netbanking,0.0,True,False
134,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,cash,0.05,False,False
135,2018-01-05,376.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S02,upi,0.0,True,False
136,2022-12-01,561.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,netbanking,0.0,True,False
137,2018-01-05,38.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,cash,0.0,True,False
138,2018-01-05,898.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S02,card,0.05,True,False
139,2018-01-05,360.0,148,1.0,1318.0,1318.0,UNKNOWN_STORE,cash,0.05,True,True
140,2018-01-05,176.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,card,0.1,True,False
141,2018-01-05,1354.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,card,0.05,True,False
142,2018-01-05,1161.0,UNKNOWN_PRODUCT,1.0,3457.0,3457.0,UNKNOWN_STORE,credit card,0.0,True,False
143,2018-01-05,791.0,UNKNOWN_PRODUCT,1.0,3127.0,3127.0,S02,netbanking,0.0,True,False
144,2018-01-05,235.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S02,cash,0.0,True,False
145,2018-01-05,294.0,UNKNOWN_PRODUCT,2.0,1403.0,2806.0,S03,cash,0.0,True,False
146,2018-01-05,682.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,cash,0.05,True,False
147,2018-01-05,386.0,UNKNOWN_PRODUCT,1.0,1326.0,1326.0,S01,cash,0.1,True,False
148,2018-01-05,1204.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,cash,0.05,True,False
149,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,4173.0,4173.0,S02,credit card,0.0,False,False
150,2018-01-05,804.0,UNKNOWN_PRODUCT,1.0,1652.0,1652.0,S03,cash,0.0,True,False
151,2018-01-05,958.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,credit card,0.1,True,False
152,2018-01-05,364.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,credit card,0.1,True,False
153,2018-01-05,1187.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,cash,0.1,True,False
154,2018-01-05,78.0,UNKNOWN_PRODUCT,1.0,4745.0,4745.0,S03,netbanking,0.0,True,False
155,2018-01-05,596.0,UNKNOWN_PRODUCT,2.0,4259.0,8518.0,UNKNOWN_STORE,netbanking,0.05,True,False
156,2018-01-05,976.0,UNKNOWN_PRODUCT,2.0,1983.0,3966.0,,card,0.0,True,False
157,2018-01-05,1044.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S02,credit card,0.0,True,False
158,2018-01-05,428.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S02,cash,0.05,True,False
159,2018-01-05,1123.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S02,card,0.0,True,False
160,2018-01-05,279.0,82,1.0,1318.0,1318.0,S03,upi,0.0,True,True
161,2021-03-02,548.0,UNKNOWN_PRODUCT,1.0,1701.0,1701.0,S03,credit card,0.0,True,False
162,2018-01-05,615.0,UNKNOWN_PRODUCT,1.0,3479.0,3479.0,S03,upi,0.0,True,False
163,2018-01-05,1079.0,UNKNOWN_PRODUCT,3.0,3688.0,11064.0,S01,netbanking,0.0,True,False
164,2018-01-05,473.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,,upi,0.05,True,False
165,2018-01-05,1137.0,UNKNOWN_PRODUCT,1.0,1850.0,1850.0,UNKNOWN_STORE,cash,0.0,True,False
166,2018-01-05,1299.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S02,credit card,0.05,True,False
167,2018-01-05,1058.0,UNKNOWN_PRODUCT,2.0,154.0,308.0,S02,credit card,0.0,True,False
168,2018-01-05,1186.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,cash,0.0,True,False
169,2018-01-05,1191.0,342,1.0,1907.0,1907.0,S02,card,0.0,True,True
170,2018-01-05,367.0,UNKNOWN_PRODUCT,1.0,4267.0,4267.0,S03,cash,0.1,True,False
171,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,448.0,448.0,,cash,0.0,False,False
172,2024-10-07,189.0,UNKNOWN_PRODUCT,3.0,3578.0,10734.0,,cash,0.05,True,False
173,2018-01-05,804.0,UNKNOWN_PRODUCT,1.0,2987.0,2987.0,S01,netbanking,0.0,True,False
174,2018-01-05,375.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,credit card,0.0,True,False
175,2018-01-05,807.0,205,2.0,535.0,1070.0,UNKNOWN_STORE,card,0.05,True,True
176,2018-01-05,884.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,,credit card,0.0,True,False
177,2018-01-05,1463.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,card,0.0,True,False
178,2018-01-05,1499.0,100,1.0,1318.0,1318.0,UNKNOWN_STORE,cash,0.0,True,True
179,2018-01-05,458.0,UNKNOWN_PRODUCT,2.0,1578.0,3156.0,S02,netbanking,0.1,True,False
180,2018-01-05,243.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,UNKNOWN_STORE,upi,0.0,True,False
181,2018-01-05,1226.0,UNKNOWN_PRODUCT,1.0,3553.0,3553.0,,credit card,0.1,True,False
182,2018-01-05,618.0,UNKNOWN_PRODUCT,1.0,4192.0,4192.0,,card,0.05,True,False
183,2018-01-05,1433.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,netbanking,0.0,True,False
184,2018-01-05,202.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,cash,0.0,True,False
185,2018-01-05,795.0,UNKNOWN_PRODUCT,2.0,1677.0,3354.0,S03,card,0.0,True,False
186,2018-01-05,224.0,UNKNOWN_PRODUCT,1.0,1722.0,1722.0,,cash,0.1,True,False
187,2018-01-05,512.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,card,0.0,True,False
188,2018-01-05,170.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,cash,0.0,True,False
189,2018-01-05,959.0,UNKNOWN_PRODUCT,1.0,4474.0,4474.0,,cash,0.0,True,False
190,2018-01-05,1263.0,UNKNOWN_PRODUCT,1.0,102.0,102.0,,upi,0.0,True,False
191,2018-01-05,985.0,UNKNOWN_PRODUCT,1.0,795.0,795.0,UNKNOWN_STORE,upi,0.1,True,False
192,2018-01-05,406.0,UNKNOWN_PRODUCT,3.0,4704.0,14112.0,,cash,0.0,True,False
193,2018-01-05,1351.0,UNKNOWN_PRODUCT,1.0,4947.0,4947.0,UNKNOWN_STORE,cash,0.0,True,False
194,2018-01-05,573.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S01,credit card,0.0,True,False
195,2017-12-09,23.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,card,0.0,True,False
196,2016-01-02,1039.0,UNKNOWN_PRODUCT,1.0,3423.0,3423.0,S02,upi,0.0,True,False
197,2018-01-05,907.0,UNKNOWN_PRODUCT,1.0,799.0,799.0,S03,card,0.0,True,False
198,2018-01-05,177.0,UNKNOWN_PRODUCT,1.0,1639.0,1639.0,S01,card,0.0,True,False
199,2018-01-05,136.0,UNKNOWN_PRODUCT,2.0,456.0,912.0,S03,credit card,0.05,True,False
200,2018-01-05,128.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,cash,0.1,True,False
201,2021-08-08,523.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,netbanking,0.1,True,False
202,2018-01-05,1189.0,UNKNOWN_PRODUCT,1.0,4775.0,4775.0,UNKNOWN_STORE,cash,0.05,True,False
203,2018-01-05,874.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,,netbanking,0.1,True,False
204,2025-08-06,597.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S01,cash,0.1,True,False
205,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,4285.0,4285.0,UNKNOWN_STORE,card,0.0,False,False
206,2018-01-05,843.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,cash,0.1,True,False
207,2018-01-05,1426.0,UNKNOWN_PRODUCT,1.0,3848.0,3848.0,UNKNOWN_STORE,upi,0.0,True,False
208,2018-01-05,1230.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,credit card,0.1,True,False
209,2018-01-05,1500.0,UNKNOWN_PRODUCT,1.0,4253.0,4253.0,S02,cash,0.1,True,False
210,2022-02-10,1361.0,UNKNOWN_PRODUCT,1.0,1934.0,1934.0,UNKNOWN_STORE,cash,0.0,True,False
211,2018-01-05,536.0,UNKNOWN_PRODUCT,1.0,2867.0,2867.0,S03,cash,0.0,True,False
213,2018-01-05,816.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,,cash,0.0,True,False
214,2015-08-10,855.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S01,upi,0.05,True,False
215,2018-01-05,7.0,UNKNOWN_PRODUCT,2.0,2611.0,5222.0,UNKNOWN_STORE,credit card,0.0,True,False
216,2018-01-05,1200.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S03,cash,0.0,True,False
217,2018-01-05,933.0,UNKNOWN_PRODUCT,3.0,485.0,1455.0,S01,cash,0.0,True,False
218,2016-07-08,763.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,card,0.0,True,False
219,2018-01-05,549.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,,cash,0.0,True,False
220,2021-04-03,307.0,UNKNOWN_PRODUCT,2.0,469.0,938.0,S02,card,0.0,True,False
221,2018-01-05,789.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,S01,credit card,0.1,True,False
222,2018-01-05,708.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S03,card,0.1,True,False
223,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,UNKNOWN_STORE,credit card,0.1,False,False
224,2018-01-05,682.0,UNKNOWN_PRODUCT,1.0,3228.0,3228.0,UNKNOWN_STORE,upi,0.05,True,False
225,2015-06-01,1161.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S03,cash,0.0,True,False
226,2018-01-05,995.0,UNKNOWN_PRODUCT,3.0,1318.0,3954.0,S01,cash,0.05,True,False
227,2018-01-05,563.0,UNKNOWN_PRODUCT,1.0,2903.0,2903.0,S03,cash,0.05,True,False
228,2018-09-12,1067.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,cash,0.0,True,False
229,2018-01-05,297.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,S01,card,0.05,True,False
230,2018-01-05,UNKNOWN_CUSTOMER,UNKNOWN_PRODUCT,1.0,949.0,949.0,S03,credit card,0.0,False,False
231,2018-01-05,1241.0,UNKNOWN_PRODUCT,1.0,902.0,902.0,S02,cash,0.0,True,False
232,2018-01-05,275.0,UNKNOWN_PRODUCT,1.0,1318.0,1318.0,UNKNOWN_STORE,netbanking,0.0,True,False
233,2018-01-05,6.0,UNKNOWN_PRODUCT,1.0,1483.0,1483.0,S02,cash,0.0,True,False
234,2018-01-05,1011.0,UNKNOWN_PRODUCT,1.0,1835.0,1835.0,S01,netbanking,0.0,True,False
235,2018-01-05,486.0,UNKNOWN_PRODUCT,1.0,164.0,164.0,S03,cash,0.0,True,False
236,2018-01-05,1458.0,UNKNOWN_PRODUCT,2.0,3060.0,6120.0,S02,netbanking,0.05,True,False
237,2018-01-05,1363.0,UNKNOWN_PRODUCT,3.0,280.0,840.0,UNKNOWN_STORE,cash,0.1,True,False
238,2018-01-05,1122.0,UNKNOWN_PRODUCT,1.0,4509.0,4509.0,UNKNOWN_STORE,cash,0.0,True,False
239,2018-01-05,1319.0,UNKNOWN_PRODUCT,2.0,4997.0,9994.0,S02,netbanking,0.1,True,False
240,2018-01-05,928.0,UNKNOWN_PRODUCT,2.0,1318.0,2636.0,,netbanking,0.0,True,False
241,2018-01-05,1109.0,UNKNOWN_PRODUCT,2.0,2888.0,5776.0,S03,cash,0.0,True,False
