product_id,product_name,category,price,cost,launch_date,discontinued
167,Product_BPfue,Electronics,0,2412,Aug 04 2020,no
168,Product_ULwHg,Apparel,2659,964,Mar 24 2020,No
169,Product_MjHSv,Stationery,free,1150,18/09/2018,Yes
170,Product_GUSIx,Home & Kitchen,-424,2127,13/12/2018,FALSE
171,Product_OpnMS,Stationery,"₹4,460",2266,Jul 31 2022,No
172,Product_ypulB,Apparel,3194,1398,2022.05.02,No
173,Product_PikuX,Electronics,₹231,1219,2018-07-23,No
174,,home &Kitchen,-603,68,2024.10.18,FALSE
175,Product_sgDCr,Stationery,"₹4,212",2940,2022-02-28,no
176,Product_knYZF,Electronics,"₹2,858",2402,2020-11-12,no
177,Product_jCUTr,Apparel,2510,2528,Apr 01 2015,Yes
178,Product_ddKHl,Apparel,3919,1243,2025.06.05,no
179,Product_AkzBp,home &Kitchen,0,2519,2023.06.11,No
180,Product_sJHPx,home &Kitchen,free,960,Jan 06 2020,no
181,Product_HUtdl,Toys,free,3121,27/01/2020,No
182,Product_RRMhq,home &Kitchen,₹656,1982,2022-12-13,no
183,Product_xixsz,Apparel,free,1041,Sep 04 2015,Yes
184,Product_pUdQE,Home & Kitchen,2233,2793,16/08/2019,no
185,Product_ngpZN,Home & Kitchen,0,2613,2018-11-12,No
186,Product_QOYjl,Stationery,3800,3243,Mar 22 2019,no
187,Product_mpGAZ,Footwear,free,1081,Oct 07 2017,no
188,,Footwear,-342,2739,Dec 09 2017,Yes
189,Product_kINSa,Footwear,-366,1679,Mar 04 2023,
190,Product_TxSsJ,Apparel,free,1033,2018.01.16,No
191,Product_qoSPd,Footwear,0,2872,2025.01.22,FALSE
192,Product_GXHcL,home &Kitchen,-815,2201,2017.03.27,No
193,Product_xyXeU,Electronics,-414,3348,May 29 2024,No
194,Product_zdbHl,Electronics,-316,3869,2021-05-20,
195,Product_GCLHw,home &Kitchen,3582,744,2016-12-06,FALSE
196,Product_HUCwZ,home &Kitchen,-419,2382,Feb 24 2016,
197,Product_JjqhA,Electronics,0,1521,21/10/2023,no
198,Product_yTNYr,Home & Kitchen,-895,1078,22/10/2020,No
199,Product_aQwyw,Stationery,0,395,17/10/2021,Yes
200,Product_kUiqa,Apparel,-912,3587,2025.10.11,No
201,Product_urSdE,Stationery,2091,185,2021.10.15,FALSE
,Product_IgCjd,Home & Kitchen,"₹3,960",2929,28/12/2023,no
203,Product_PYwwv,Toys,"₹3,138",1672,2024.05.02,no
204,Product_gvxkh,Electronics,2634,2760,2019-03-25,no
205,Product_RnnlN,Stationery,"₹4,855",2573,2018-10-29,
206,Product_ghaAL,Footwear,4059,2408,31/08/2020,FALSE
207,Product_zwwZd,Stationery,free,60,2019-05-10,No
208,Product_TBeKk,Toys,412,3590,2024.09.30,No
209,Product_fVrDG,Stationery,free,2071,09/05/2022,FALSE
210,Product_tdHqK,Apparel,771,2492,2015.03.16,FALSE
211,Product_UZvBf,Electronics,"₹4,540",3270,25/10/2018,
212,Product_IUzga,Footwear,"₹3,253",1276,2019-08-23,Yes
213,Product_OYMWJ,Footwear,"₹1,709",3343,2021-02-17,no
214,Product_fvMio,Toys,free,1181,Sep 25 2018,no
215,Product_mHEKQ,home &Kitchen,0,889,Jul 31 2020,Yes
216,Product_tTcKj,Home & Kitchen,0,3459,2016-08-14,Yes
217,Product_FQCjb,home &Kitchen,"₹4,450",3218,15/04/2020,Yes
218,Product_Bkdnx,Footwear,0,2323,15/11/2015,no
219,Product_CmRuz,Electronics,283,3835,2015-01-10,no
220,Product_AfTEJ,Apparel,4316,3014,2018.07.27,No
221,Product_WILKM,Footwear,free,1529,Jan 29 2021,Yes
222,Product_fPffS,Footwear,₹579,2758,15/11/2025,No
223,Product_dgQvL,Home & Kitchen,-713,3119,2020-10-15,Yes
224,,home &Kitchen,₹730,2956,Feb 06 2020,no
225,Product_PZupp,Home & Kitchen,-766,3759,Feb 27 2018,No
226,Product_JSDHr,Footwear,-123,1130,2019-02-13,FALSE
227,Product_xjbAj,Home & Kitchen,2314,1835,2025-09-10,Yes
228,Product_CELPi,home &Kitchen,free,3085,14/11/2017,no
229,Product_yHiBI,Electronics,-198,575,29/12/2024,FALSE
230,Product_nbGRA,Electronics,-276,1337,2017-09-27,no
231,Product_Slafd,home &Kitchen,free,980,2018.05.23,No
232,Product_IGMUY,Electronics,-354,2680,27/07/2025,
233,Product_AxjuE,Stationery,-676,2601,2023.09.29,Yes
234,Product_tixul,home &Kitchen,621,1884,2020-09-03,Yes
235,Product_OHgeh,Toys,0,1207,Nov 03 2023,Yes
236,Product_hNepl,home &Kitchen,free,3867,2025-01-13,
237,,Electronics,free,3644,2016.04.03,Yes
238,Product_VzqtV,home &Kitchen,-478,3747,12/02/2015,
239,Product_LotEk,Electronics,-315,778,2024.02.10,
240,Product_GdYRB,Stationery,4617,2176,2018.06.10,Yes
241,Product_mFkuX,Home & Kitchen,-850,1116,Jun 21 2018,
242,Product_LHpxo,home &Kitchen,0,361,2019.11.30,no
243,Product_Ufvro,Toys,"₹3,891",2680,2017.05.24,no
244,Product_Lywcq,Stationery,-777,2496,2019.03.09,No
245,Product_YEfjG,Home & Kitchen,-172,475,Apr 14 2019,No
246,Product_zpBwi,Stationery,free,1450,2019.07.11,No
247,,Apparel,free,682,2015.07.30,Yes
248,Product_LXTfo,home &Kitchen,0,221,2019-09-14,FALSE
249,Product_igDuR,Footwear,-337,747,10/03/2017,Yes
250,Product_LZVBo,Home & Kitchen,free,1675,02/06/2016,
251,Product_JbDzM,Home & Kitchen,2148,473,Aug 28 2015,No
252,Product_yPUvr,home &Kitchen,free,2902,19/12/2018,Yes
253,Product_lPcxi,Apparel,"₹1,835",184,Apr 18 2021,no
254,Product_CueOZ,Stationery,0,3055,Mar 11 2022,FALSE
255,Product_HiWhk,Apparel,0,284,31/01/2019,No
256,Product_umjoJ,home &Kitchen,free,1154,2021.02.26,
257,Product_Mqqym,Stationery,383,3843,Aug 05 2021,Yes
258,Product_bytcY,Toys,-404,3086,2019.10.17,no
259,Product_bGvWb,Electronics,2506,3311,2017.04.22,
260,Product_ZQaBU,Home & Kitchen,"₹2,046",1173,2024-10-13,Yes
261,Product_jvFNe,home &Kitchen,-132,3133,2020.09.14,Yes
262,Product_vphhT,Footwear,"₹2,947",2841,2016.08.04,No
263,Product_ztzin,Home & Kitchen,0,1403,05/06/2024,
264,Product_AMPyl,Toys,0,2342,2022-02-16,no
265,Product_CbEvm,Electronics,-972,2189,22/07/2015,No
266,,home &Kitchen,0,2884,2024-10-18,FALSE
267,Product_Jlyxj,Toys,"₹4,690",959,18/05/2021,FALSE
268,Product_iQMgm,Stationery,-801,2931,14/07/2023,
269,Product_VeZRF,Electronics,"₹4,284",3130,Jan 27 2022,Yes
270,Product_dbkuj,Apparel,0,3404,2018.01.05,no
271,Product_gKKjU,Electronics,free,2516,2023.12.23,no
272,Product_OjWxs,Electronics,2050,444,Nov 26 2022,no
273,Product_TlEwL,Stationery,0,760,2025.08.28,
274,Product_YeeVg,Electronics,0,1668,01/02/2020,No
275,Product_cvlEI,Footwear,4796,1127,2018-10-25,
276,Product_Zvxdj,Apparel,free,1504,2019.03.30,no
277,Product_MkJYp,Electronics,free,476,Jul 20 2024,No
278,Product_jfjpY,Electronics,-222,1972,Feb 01 2024,No
279,Product_xfIEs,Apparel,0,165,2023.03.04,Yes
280,Product_XelHM,Stationery,"₹1,785",1991,2022.12.13,No
281,Product_Wksxe,Home & Kitchen,0,2809,2024.10.10,No
282,Product_YJhuC,Footwear,free,491,2025.08.13,no
283,Product_vXYNI,Footwear,0,1293,2025-11-24,
284,Product_LrkVY,Electronics,0,2528,28/10/2023,
285,,Home & Kitchen,-969,384,14/09/2017,
286,Product_zvNSY,Toys,"₹4,065",1616,16/11/2015,Yes
287,Product_OhExh,Electronics,0,1289,2018-01-22,FALSE
288,Product_CUxMW,home &Kitchen,"₹1,490",316,2022.09.28,
289,Product_TxrPn,Toys,2217,2538,Feb 26 2016,Yes
290,Product_rrvEc,Home & Kitchen,free,978,2015.12.31,No
291,Product_AHiNj,Electronics,free,855,19/07/2025,No
292,Product_KIGfF,Toys,"₹4,082",3420,Mar 24 2020,No
293,Product_Kozvv,Apparel,-624,2931,Aug 20 2020,Yes
294,Product_rNsko,Home & Kitchen,729,1840,2024-01-18,
295,Product_mPFMK,Footwear,free,2108,2018.09.28,no
296,Product_UKnVs,Home & Kitchen,"₹3,759",3461,2023-02-06,FALSE
297,Product_zbbOi,Stationery,-962,652,Oct 04 2022,
298,Product_QcxYT,Footwear,free,1941,Feb 08 2024,no
299,Product_fSbiP,Apparel,730,2933,Feb 22 2018,Yes
300,Product_DhEQe,Stationery,3070,2966,2017-05-12,Yes
301,Product_JRjDK,Home & Kitchen,free,233,11/08/2018,No
302,Product_ptCoQ,Apparel,0,1084,12/03/2017,No
303,Product_kchec,home &Kitchen,-414,1453,2023-11-29,
304,Product_TpWYJ,Stationery,0,874,30/11/2024,No
305,Product_hYGBe,home &Kitchen,2432,3155,2022-07-09,
306,Product_BJIQC,Electronics,"₹4,761",2213,23/09/2016,FALSE
307,Product_RPxTm,Home & Kitchen,0,2834,2019.09.29,no
308,Product_mYKiP,Stationery,₹669,1245,04/10/2016,FALSE
309,Product_acHIG,Home & Kitchen,"₹1,278",1995,Aug 09 2023,No
310,Product_WRbSz,Apparel,"₹3,182",2568,22/05/2017,
311,Product_jpuBD,Apparel,"₹2,721",3167,2017.08.22,FALSE
312,Product_GXKQs,Home & Kitchen,"₹2,813",161,2018.05.25,FALSE
313,Product_LJSyY,Stationery,"₹4,124",1879,05/07/2016,Yes
314,Product_UFZmd,Apparel,0,2557,2016-12-21,no
315,Product_NFirR,Home & Kitchen,-335,587,2019-01-03,No
316,Product_WIlKP,Apparel,3633,278,2018-11-30,
317,Product_oiSls,Stationery,0,2601,24/11/2018,FALSE
318,Product_RbUDT,Electronics,-458,703,2023.06.02,
319,Product_VYjXW,Toys,-879,1801,2020.09.11,FALSE
320,Product_zLqDS,Toys,-609,2440,Aug 03 2015,
321,,Footwear,free,457,2016.07.16,
322,Product_zsSCO,Home & Kitchen,free,728,Sep 21 2022,
323,,Home & Kitchen,0,2934,Feb 23 2016,No
324,Product_jOlaE,Stationery,"₹2,805",163,2023.02.02,no
325,Product_yEyeI,Apparel,-604,1047,2022.07.19,no
326,Product_TrSpF,Toys,"₹4,690",2287,2021-10-05,
327,Product_yJeZD,Electronics,free,3170,2015-09-27,
328,Product_wkSDF,Electronics,"₹4,811",3188,2025-06-03,no
329,Product_IUYdS,Home & Kitchen,free,3129,Dec 02 2021,no
330,,Home & Kitchen,free,2509,2016-10-29,FALSE
331,Product_RCjrK,Home & Kitchen,0,2283,2016.05.04,Yes
332,Product_ZSREt,Electronics,-309,3469,Aug 13 2024,Yes
333,Product_COCtF,Toys,3571,3164,2023.10.20,FALSE
334,Product_SUvRf,Home & Kitchen,-263,1946,2019.05.11,FALSE
335,,Apparel,0,779,24/12/2022,no
336,Product_OErOk,Home & Kitchen,0,3605,2021.09.27,No
337,Product_KnKmC,home &Kitchen,-750,887,Dec 26 2024,Yes
338,Product_PFTWk,Electronics,1025,2629,25/12/2017,No
339,Product_hAOvm,Footwear,-744,2790,2020-06-10,FALSE
340,Product_jcopQ,Apparel,"₹1,672",757,2024.08.29,Yes
341,Product_PbphT,Footwear,0,1751,2021-08-18,Yes
342,Product_CORZS,Toys,"₹4,287",595,27/01/2016,
343,Product_yiKHz,Apparel,free,193,2017.10.04,FALSE
344,Product_riXJG,Footwear,0,718,2019.02.16,
345,Product_chfga,Toys,-194,3953,Sep 10 2023,
346,Product_UrGfm,Home & Kitchen,"₹2,867",1642,May 12 2025,FALSE
347,Product_AEEsI,Stationery,0,593,2021.07.19,FALSE
348,Product_pnRZJ,home &Kitchen,free,1959,2024.05.19,
349,Product_TppKs,Home & Kitchen,0,3905,2020-10-17,no
350,Product_aDlbm,Electronics,"₹1,411",3684,2020.05.02,No
351,Product_znllz,Apparel,726,3232,May 24 2023,Yes
352,Product_NPLSJ,Home & Kitchen,"₹2,159",718,2023-06-29,No
353,,Home & Kitchen,"₹3,989",3592,2025-04-01,FALSE
354,Product_mVFIC,home &Kitchen,-321,251,Jul 09 2025,No
355,Product_HtJCO,Apparel,1952,2224,Nov 14 2025,No
356,Product_CsAKE,Stationery,0,3327,2022-06-29,FALSE
357,Product_UDoOa,Home & Kitchen,0,2590,16/02/2017,FALSE
358,Product_fEgac,Toys,free,818,03/05/2021,No
359,Product_eMNlt,Apparel,"₹1,315",3441,2016.07.01,No
360,Product_mDbzU,Electronics,-771,3183,19/03/2025,no
361,Product_fZRIy,Apparel,-702,3877,2018.02.24,FALSE
362,Product_CeWDz,Footwear,-138,1622,2019-01-01,
363,Product_YNyug,Toys,3423,3864,01/06/2016,Yes
364,,home &Kitchen,-447,1556,Aug 24 2024,FALSE
365,Product_oPYQe,Stationery,free,2448,2021.02.17,no
366,Product_EeivZ,home &Kitchen,-986,979,25/11/2025,no
367,Product_Neihw,Home & Kitchen,0,2768,Jun 01 2015,
368,Product_ioUuX,Toys,"₹4,662",2820,2022.11.23,
369,Product_ERkrs,Stationery,3180,1821,2025.05.18,No
370,Product_gvKuz,Stationery,free,1787,2019-12-09,no
371,Product_OnZtF,Footwear,"₹2,847",1255,Aug 04 2015,no
372,Product_pNAzX,Electronics,0,3911,Mar 20 2016,Yes
373,Product_OHXqQ,Home & Kitchen,free,3687,2015-01-20,no
374,Product_CBArL,Home & Kitchen,-318,2552,2025.01.03,FALSE
375,Product_DOKns,Home & Kitchen,free,2645,04/05/2025,FALSE
376,Product_EzIrP,home &Kitchen,-318,736,Nov 10 2020,
377,,Toys,1585,3160,Jul 14 2019,FALSE
378,Product_PvdLD,Footwear,4977,490,Sep 24 2016,no
379,Product_GPTHj,Electronics,1501,133,Dec 28 2023,no
380,Product_dJbpP,Home & Kitchen,₹555,3386,2023-11-12,FALSE
381,Product_wrXuO,Apparel,0,2739,2016.09.21,Yes
382,Product_zGfnR,Footwear,680,3459,Aug 22 2015,
383,Product_zvccY,Stationery,2017,1754,Oct 31 2021,
384,Product_tJOtT,Footwear,0,2872,Feb 05 2015,Yes
,Product_bahhL,Apparel,"₹4,414",3370,Nov 16 2022,FALSE
386,Product_dVCdt,Apparel,1887,3510,2023.11.09,FALSE
387,Product_RcYop,Electronics,-901,1947,Nov 16 2023,No
388,Product_YErGg,home &Kitchen,"₹4,676",509,2016-08-20,Yes
389,Product_Eqbio,Stationery,₹261,1388,2016-10-03,FALSE
390,Product_rRrZi,Apparel,free,2657,2025.11.10,No
391,Product_oxXRY,Apparel,free,784,10/01/2015,Yes
,Product_BxROy,Home & Kitchen,₹838,2571,22/10/2020,No
393,,Toys,4280,2093,2025.01.28,FALSE
394,Product_RjtGX,Stationery,0,1633,Oct 29 2021,no
395,Product_QESZY,Stationery,5000,3294,2020.08.18,no
396,Product_GfkiA,Footwear,-579,2986,17/05/2017,FALSE
397,Product_NBpzp,Footwear,"₹1,861",1968,2023.08.22,
398,,Electronics,free,2702,2016-09-28,no
399,Product_CCZlY,Home & Kitchen,free,3536,2023.11.08,No
400,Product_BYNQO,Stationery,-496,2158,2019.02.18,FALSE
401,Product_HHdFU,Stationery,₹143,3495,Feb 15 2020,Yes
402,Product_fthdm,Home & Kitchen,913,521,2016-10-19,Yes
403,Product_xHbUQ,Footwear,-573,1433,13/06/2023,Yes
404,Product_Spahz,Apparel,0,2330,2023-05-31,
405,Product_RBtki,home &Kitchen,free,1878,Jan 31 2024,
406,Product_FSTye,Electronics,free,1059,26/12/2017,
407,Product_LUokM,Toys,"₹1,197",3302,2025-02-24,
408,Product_soymP,Home & Kitchen,"₹2,561",2262,2020.06.24,No
409,Product_DXCjP,Home & Kitchen,"₹4,928",1300,2018.11.13,Yes
410,Product_gNRxq,Home & Kitchen,2390,511,03/03/2019,FALSE
411,Product_wjOmr,Apparel,0,1607,2025-05-22,Yes
412,Product_HukRz,Stationery,free,850,2017-06-12,No
413,Product_ZMgxg,Apparel,free,2996,25/06/2022,no
414,Product_wqlzC,Electronics,"₹1,706",3702,2020-02-18,No
415,Product_OoUOj,home &Kitchen,0,2838,Oct 13 2016,No
416,Product_HGWvB,Stationery,"₹2,398",560,Nov 22 2022,FALSE
417,Product_whKwX,Home & Kitchen,-782,2021,May 28 2015,
418,Product_ADoeo,Footwear,₹950,2288,27/08/2017,Yes
419,,home &Kitchen,-427,2660,24/05/2023,Yes
420,Product_tgqiE,Electronics,4342,1055,2019.10.18,
421,Product_wHppq,Home & Kitchen,864,3476,15/06/2018,Yes
422,Product_pHpvR,Toys,free,1430,2023.11.16,Yes
423,Product_OUKkr,Stationery,-199,1051,Dec 17 2018,FALSE
424,Product_bLtwW,Footwear,3210,1906,2022.03.09,Yes
425,Product_tSMhN,Home & Kitchen,"₹3,057",1797,2020.07.26,Yes
426,Product_oRqOu,Electronics,free,2812,2015-01-22,FALSE
427,Product_EKEHy,Footwear,-625,482,25/01/2016,FALSE
